#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
PDGFRA	5156	372	224	338	23	173490	7	89
PRPF31	26121	82	81	70	23	606419	0	32
RAB33A	9363	194	178	#	23	300333	#	#
RASA1	5921	144	87	130	23	139150	0	24
RP1	6101	138	116	121	23	603937	1	53
SELENON	57190	201	137	199	23	606210	9	52
SRY	6736	59	58	23	23	480000	#	#
WDR45	11152	173	161	50	23	300526	0	3
WWOX	51741	178	147	135	23	605131	2	14
ABCA1	19	389	220	357	22	600046	1	50
ABCA12	26154	158	138	141	22	607800	2	67
ABCB11	8647	218	148	209	22	603201	4	69
ADNP	23394	45	37	36	22	611386	0	5
AQP2	359	83	78	79	22	107777	0	29
ATL1	51062	101	76	91	22	606439	1	23
BBS9	27241	153	125	133	22	607968	5	43
CBL	867	396	316	372	22	165360	6	137
COL17A1	1308	148	135	136	22	113811	0	77
CRX	1406	377	160	372	22	602225	0	39
CSPP1	79848	71	61	51	22	611654	0	3
DLD	1738	200	94	191	22	238331	3	32
EFTUD2	9343	43	38	36	22	603892	#	#
FIG4	9896	178	107	164	22	609390	2	40
GDF5	8200	164	61	155	22	601146	0	9
GNRHR	2798	104	99	96	22	138850	0	50
HDAC8	55869	140	127	36	22	300269	1	3
HNF4A	3172	242	127	239	22	600281	4	67
IQSEC2	23096	213	192	99	22	300522	6	21
JAK3	3718	164	137	133	22	600173	2	60
KIAA2022	340533	146	138	40	22	300524	0	10
KRT10	3858	63	47	58	22	148080	#	#
LOC654841	654841	172	152	#	22	#	#	#
MITF	4286	165	95	159	22	156845	2	34
MMAA	166785	142	126	127	22	607481	2	64
MMAB	326625	175	136	168	22	607568	3	61
MTOR	2475	101	63	33	22	601231	0	5
NBPF14	25832	63	62	#	22	614003	#	#
NEFL	4747	190	160	137	22	162280	2	22
NOTCH2	4853	159	141	122	22	600275	0	57
NPHP3	27031	360	156	347	22	608002	14	73
NR5A1	2516	59	53	32	22	184757	0	1
PIGA	5277	169	162	41	22	311770	0	5
PLEC	5339	1073	743	1039	22	601282	46	362
PRPS1	5631	241	168	113	22	311850	1	10
RANBP2	5903	172	147	53	22	601181	1	3
SAMHD1	25939	101	60	94	22	606754	1	14
SATB2	23314	45	43	19	22	608148	0	1
SGCB	6443	180	118	174	22	600900	2	76
SRD5A2	6716	100	91	90	22	607306	0	14
TMPRSS3	64699	217	169	151	22	605511	6	49
TUBB3	10381	105	83	72	22	602661	5	12
UROS	7390	87	79	52	22	606938	2	13
CACNA1F	778	176	165	55	21	300110	0	13
CCDC144A	9720	45	45	#	21	#	#	#
COL11A1	1301	524	216	512	21	120280	10	66
CYP27B1	1594	47	44	43	21	609506	0	19
EXT2	2132	137	112	111	21	608210	5	18
EZH2	2146	142	105	78	21	601573	0	10
FOXP3	50943	146	140	25	21	300292	0	2
GATAD1	57798	122	84	45	21	614518	0	13
INPP5E	56623	201	145	156	21	613037	5	33
KIF11	3832	38	38	29	21	148760	0	3
LGI1	9211	73	68	65	21	604619	2	27
LINC01237	101927289	109	101	#	21	#	#	#
LMBR1	64327	169	159	115	21	605522	1	30
LTBP2	4053	235	133	225	21	602091	1	88
MT-ND1	4535	54	41	38	21	516000	2	4
MYL2	4633	199	122	195	21	160781	9	46
NPR2	4882	93	89	47	21	108961	0	20
PAX3	5077	112	71	96	21	606597	1	15
PNPLA6	10908	135	102	129	21	603197	6	36
POLK	51426	22	22	21	21	605650	#	#
POU3F4	5456	159	151	38	21	300039	0	7
PRSS1	5644	123	111	51	21	276000	1	5
PYGL	5836	103	79	94	21	613741	4	18
RIT1	6016	67	39	64	21	609591	1	8
RUNX1	861	202	182	148	21	151385	0	48
SCARB2	950	105	82	93	21	602257	4	14
SLC25A13	10165	146	85	141	21	603859	0	43
SLC2A10	81031	256	167	252	21	606145	15	73
SLC4A11	83959	96	88	73	21	610206	0	30
SMARCB1	6598	184	127	106	21	601607	0	20
SMN1	6606	81	71	29	21	600354	#	#
SPTA1	6708	673	229	670	21	182860	4	118
TECTA	7007	404	237	379	21	602574	8	111
TGFB2	7042	194	162	178	21	190220	4	62
ABCC9	10060	434	247	410	20	601439	17	93
ACAD9	28976	111	101	104	20	611103	2	34
ACTG1	71	184	130	167	20	102560	3	15
ALDH18A1	5832	103	90	93	20	138250	3	37
ATP2A2	488	87	82	83	20	108740	0	31
AVP	551	42	42	21	20	192340	0	1
CAMTA1	23261	64	64	16	20	611501	0	4
CHRNA1	1134	131	85	113	20	100690	2	28
COL10A1	1300	100	94	85	20	120110	0	24
CRLF1	9244	30	28	24	20	604237	#	#
CUL3	8452	111	107	95	20	603136	0	28
DGUOK	1716	82	58	79	20	601465	7	18
DNMT3A	1788	44	37	16	20	602769	0	1
DYM	54808	136	88	108	20	607461	1	37
ECEL1	9427	64	53	42	20	605896	0	2
EDAR	10913	118	97	102	20	604095	3	34
F13A1	2162	95	86	69	20	134570	1	25
FRAS1	80144	407	352	393	20	607830	9	200
FTL	2512	102	51	99	20	134790	12	3
GATA2	2624	107	91	99	20	137295	0	27
HNRNPA1	3178	33	33	30	20	164017	0	2
IGL	3535	82	76	#	20	#	#	#
ISPD	729920	276	228	251	20	614631	12	128
ITGB4	3691	145	133	138	20	147557	1	92
KCNA1	3736	296	171	263	20	176260	0	60
KDM6A	7403	184	165	55	20	300128	0	7
LMX1B	4010	197	188	165	20	602575	0	61
MET	4233	479	317	446	20	164860	12	150
MYH9	4627	585	310	565	20	160775	12	81
PAX2	5076	52	45	42	20	167409	0	4
PDE6B	5158	320	214	225	20	180072	3	46
PHKA2	5256	185	168	62	20	300798	0	2
PKD2	5311	130	109	118	20	173910	3	49
RAI1	10743	255	204	169	20	607642	6	58
RAPSN	5913	148	77	141	20	601592	3	30
RDH12	145226	53	49	49	20	608830	0	22
RELN	5649	471	327	458	20	600514	17	191
RUNX2	860	105	98	94	20	600211	0	31
SALL1	6299	173	135	157	20	602218	4	42
SGCE	8910	59	54	50	20	604149	1	13
SLC6A8	6535	263	248	91	20	300036	1	8
TARDBP	23435	171	108	130	20	605078	1	33
TINF2	26277	107	65	92	20	604319	3	12
TMEM127	55654	162	139	135	20	613403	6	47
TRB	6957	129	117	#	20	#	#	#
TRPS1	7227	201	193	171	20	604386	1	53
TULP1	7287	100	66	98	20	602280	0	28
YARS2	51067	229	145	141	20	610957	11	16
AAAS	8086	66	59	61	19	605378	1	27
ACTG2	72	42	25	39	19	102545	0	3
ALOX12B	242	86	78	75	19	603741	1	43
APP	351	151	123	94	19	104760	0	30
ARSB	411	139	119	137	19	611542	1	69
ATP1A2	477	370	228	362	19	182340	14	83
CCDC40	55036	289	182	275	19	613799	14	60
CCNH	902	111	71	#	19	601953	#	#
CLPB	81570	54	40	50	19	616254	1	0
COL11A2	1302	741	212	739	19	120290	7	77
ELP4	26610	45	45	1	19	606985	#	#
ERCC2	2068	130	108	90	19	126340	1	36
FGD1	2245	179	163	69	19	300546	1	25
FHL1	2273	209	186	78	19	300163	1	23
GABRG2	2566	214	137	199	19	137164	5	50
GLI2	2736	224	173	213	19	165230	3	77
HGSNAT	138050	132	122	89	19	610453	3	48
HOXD13	3239	44	40	29	19	142989	1	2
IFT172	26160	52	51	45	19	607386	0	2
LRPPRC	10128	207	189	199	19	607544	5	96
MAP2K2	5605	253	174	231	19	601263	2	50
MCCC2	64087	96	78	94	19	609014	2	34
MCPH1	79648	289	209	223	19	607117	14	74
MED12	9968	360	288	244	19	300188	8	52
MERTK	10461	106	97	78	19	604705	0	36
MID1	4281	200	184	48	19	300552	1	12
NEU1	4758	46	42	43	19	608272	0	15
NHS	4810	219	197	93	19	300457	2	38
NOG	9241	32	28	23	19	602991	#	#
ORC4	5000	42	38	14	19	603056	0	3
PANK2	80025	79	68	57	19	606157	0	17
PDE6C	5146	150	86	143	19	600827	3	45
PITX2	5308	170	54	167	19	601542	2	18
POU1F1	5449	64	51	56	19	173110	2	15
RPE65	6121	189	139	177	19	180069	0	19
SF3B1	23451	56	37	3	19	605590	#	#
SGCG	6445	224	142	169	19	608896	4	42
SLC52A2	79581	97	77	63	19	607882	0	7
SUMF1	285362	140	127	88	19	607939	0	31
TCOF1	6949	175	133	165	19	606847	2	33
TRIM37	4591	95	90	83	19	605073	2	47
UMOD	7369	84	74	73	19	191845	1	18
AFG3L2	10939	163	130	106	18	604581	2	24
ALG1	56052	89	73	70	18	605907	1	8
C17orf107	100130311	74	59	#	18	#	#	#
CACNA1C	775	970	548	915	18	114205	30	235
CASQ2	845	260	145	255	18	114251	12	63
CLCN2	1181	82	70	52	18	600570	4	17
CUL7	9820	150	129	145	18	609577	10	81
CYB5R3	1727	43	41	23	18	613213	0	1
CYP1B1	1545	203	107	193	18	601771	6	51
DSC2	1824	397	262	368	18	125645	19	132
DUPD1	338599	105	82	#	18	#	#	#
EFNB1	1947	125	118	21	18	300035	0	2
EIF2B5	8893	81	71	54	18	603945	0	19
EPCAM	4072	204	171	196	18	185535	6	83
ERCC5	2073	192	166	108	18	133530	2	44
GAREM2	150946	96	60	#	18	#	#	#
GUCY2D	3000	161	132	150	18	600179	3	16
HIC2	23119	63	60	#	18	607712	#	#
IL7R	3575	120	101	99	18	146661	3	32
ITGA2B	3674	78	68	71	18	607759	0	36
ITGB3	3690	101	83	94	18	173470	4	33
KRT1	3848	145	101	140	18	139350	0	9
LCAT	3931	41	42	25	18	606967	0	6
LINC01138	388685	104	95	#	18	#	#	#
LINC01881	728323	36	33	#	18	#	#	#
LOC100507443	100507443	59	52	#	18	#	#	#
MPL	4352	175	96	155	18	159530	0	21
MYOC	4653	93	59	80	18	601652	0	20
NLRP3	114548	453	264	395	18	606416	7	42
PARD6G	84552	103	99	#	18	608976	#	#
PEX10	5192	184	160	95	18	602859	5	44
PEX12	5193	79	66	76	18	601758	1	31
POLH	5429	166	161	160	18	603968	0	111
PRDM16	63976	239	196	144	18	605557	3	23
RAG2	5897	89	57	77	18	179616	2	18
RARS2	57038	133	99	125	18	611524	10	28
ROR2	4920	272	142	247	18	602337	15	39
SDHC	6391	155	120	147	18	602413	3	51
SLC25A15	10166	132	116	99	18	603861	1	36
SLC7A9	11136	69	65	60	18	604144	0	27
SLC9A6	10479	237	200	107	18	300231	7	21
SPRED1	161742	163	136	154	18	609291	2	59
STRA6	64220	92	86	76	18	610745	1	40
TG	7038	201	177	169	18	188450	3	90
TJP2	9414	246	180	212	18	607709	5	69
TNFRSF1A	7132	193	159	168	18	191190	4	23
TPM3	7170	213	107	210	18	191030	1	58
TTC7A	57217	32	28	26	18	609332	0	4
TXNL4A	10907	125	113	27	18	611595	#	#
VDR	7421	108	108	103	18	601769	0	71
ABCB4	5244	193	116	185	17	171060	8	52
ACSF3	197322	114	110	64	17	614245	1	7
ACTA2	59	178	99	170	17	102620	4	47
ARSE	415	211	188	46	17	300180	2	2
ASXL3	80816	61	57	30	17	615115	0	11
ATP8B1	5205	238	182	194	17	602397	7	72
CANT1	124583	101	97	89	17	613165	0	52
CASD1	64921	53	48	#	17	611686	#	#
CCM2	83605	48	45	31	17	607929	0	1
CLDN16	10686	84	82	59	17	603959	0	27
CLRN1	7401	117	67	109	17	606397	4	25
COL18A1	80781	269	245	188	17	120328	2	85
COL4A4	1286	211	181	197	17	120131	6	97
CPS1	1373	178	131	162	17	608307	7	41
CTSA	5476	60	54	56	17	613111	0	25
ENPP1	5167	294	154	289	17	173335	4	62
F5	2153	714	168	704	17	612309	0	87
FKBP10	60681	73	65	68	17	607063	1	32
FKBP6	8468	101	89	#	17	604839	#	#
FUCA1	2517	52	45	49	17	612280	1	15
FUS	2521	114	109	104	17	137070	0	43
GATA1	2623	152	139	29	17	305371	0	1
GPR143	4935	207	193	68	17	300808	0	3
HLCS	3141	222	193	159	17	609018	6	65
KRT16	3868	50	30	45	17	148067	0	1
LOC103091866	103091866	37	36	#	17	#	#	#
LRP2	4036	402	295	388	17	600073	8	186
LRP6	4040	49	49	25	17	603507	0	8
MAF	4094	76	63	27	17	177075	#	#
MFSD8	256471	159	126	145	17	611124	9	57
MT-ATP6	4508	53	39	29	17	516060	#	#
MYO6	4646	331	185	324	17	600970	5	78
NDUFS1	4719	141	90	127	17	157655	3	27
OPHN1	4983	166	147	55	17	300127	2	14
PI4KA	5297	270	244	5	17	600286	0	3
PLOD1	5351	169	131	138	17	153454	3	44
PRF1	5551	75	62	68	17	170280	5	23
SLC29A3	55315	92	75	84	17	612373	1	27
SLC46A1	113235	125	102	123	17	611672	0	65
TPO	7173	130	120	95	17	606765	0	45
TSEN54	283989	175	98	169	17	608755	6	44
WDR19	57728	167	100	156	17	608151	2	53
ABCC2	1244	146	127	137	16	601107	4	69
ADAR	103	141	113	137	16	146920	1	48
ASXL1	171023	164	145	138	16	612990	0	50
ATP13A2	23400	141	109	127	16	610513	3	55
ATP6V0A2	23545	225	157	210	16	611716	7	70
BBS4	585	115	93	91	16	600374	1	32
BCL10	8915	23	20	19	16	603517	#	#
BIVM-ERCC5	100533467	191	165	#	16	#	#	#
CHAT	1103	119	89	88	16	118490	1	10
CHRFAM7A	89832	77	75	#	16	609756	#	#
CLASP1	23332	22	21	#	16	605852	#	#
CLCN4	1183	164	153	29	16	302910	3	4
CNGA3	1261	96	87	86	16	600053	1	47
CSTB	1476	144	110	77	16	601145	3	15
CYP19A1	1588	70	69	61	16	107910	0	29
DARS2	55157	84	66	67	16	610956	4	14
DCLRE1C	64421	120	104	107	16	605988	3	55
DEFB125	245938	36	35	#	16	#	#	#
FBXW7	55294	208	37	#	16	606278	#	#
FMO3	2328	83	66	69	16	136132	2	17
FSHR	2492	94	58	82	16	136435	0	16
GATA3	2625	100	97	77	16	131320	0	23
GATA6	2627	62	52	33	16	601656	0	2
GJC2	57165	56	50	33	16	608803	1	5
HUWE1	10075	186	176	64	16	300697	1	31
IFT140	9742	186	169	164	16	614620	8	96
IMPG2	50939	131	125	126	16	607056	1	90
IQCB1	9657	87	70	76	16	609237	3	29
KLF1	10661	55	54	43	16	600599	0	8
LARGE1	9215	280	145	256	16	603590	10	60
LINC02210-CRHR1	104909134	45	38	#	16	#	#	#
LOC730100	730100	30	28	#	16	#	#	#
LZTR1	8216	290	263	35	16	600574	0	7
MPI	4351	89	64	73	16	154550	4	16
NCF1	653361	54	51	10	16	608512	#	#
NPC2	10577	56	43	45	16	601015	4	10
OTOA	146183	104	96	64	16	607038	0	19
OTX2	5015	105	44	100	16	600037	0	17
PAX9	5083	81	80	56	16	167416	0	26
PIEZO1	9780	67	69	23	16	611184	0	3
PKLR	5313	63	55	57	16	609712	0	30
PNPO	55163	107	91	101	16	603287	1	39
PRKAG2	51422	511	268	464	16	602743	15	112
PROS1	5627	92	83	78	16	176880	3	46
PRX	57716	205	153	201	16	605725	7	82
RAB3GAP1	22930	109	87	103	16	602536	3	35
RBFOX1	54715	127	127	13	16	605104	0	9
SALL4	57167	107	86	102	16	607343	2	27
SCO2	9997	226	139	141	16	604272	7	19
SERAC1	84947	58	55	44	16	614725	0	3
SERPING1	710	63	56	61	16	606860	0	10
SKI	6497	278	213	187	16	164780	6	39
SLC3A1	6519	70	67	52	16	104614	0	30
STAR	6770	85	84	46	16	600617	1	25
TCF12	6938	31	31	23	16	600480	0	2
TCTN2	79867	205	100	186	16	613846	7	27
TFR2	7036	88	71	77	16	604720	3	29
TRIOBP	11078	198	165	179	16	609761	3	47
TUBB2B	347733	71	63	36	16	612850	0	5
WDR35	57539	274	146	263	16	613602	4	87
ZFYVE26	23503	248	190	225	16	612012	15	96
ZNF268	10795	23	23	#	16	604753	#	#
AHDC1	27245	40	33	27	15	615790	0	6
ANTXR2	118429	62	62	47	15	608041	0	19
APOA1-AS	104326055	41	32	#	15	#	#	#
C1R	715	45	39	21	15	613785	#	#
CDK5RAP2	55755	234	173	213	15	608201	10	85
CFH	3075	270	95	259	15	134370	0	15
CHD8	57680	74	74	51	15	610528	0	21
CHRND	1144	175	107	152	15	100720	0	47
CLCNKB	1188	53	51	23	15	602023	1	5
CRYAB	1410	96	47	92	15	123590	3	16
CTSC	1075	87	52	81	15	602365	0	24
CYP7B1	9420	116	73	97	15	603711	3	29
DOK7	285489	199	151	130	15	610285	3	15
EBF3	253738	66	62	20	15	607407	0	1
F10	2159	134	118	59	15	613872	0	12
GABRA1	2554	157	132	147	15	137160	12	53
GATAD2B	57459	27	25	23	15	614998	0	2
GFM1	85476	118	99	99	15	606639	12	25
GGNBP2	79893	68	59	#	15	612275	#	#
GJA8	2703	243	208	54	15	600897	1	9
HFE2	148738	141	134	41	15	608374	0	22
HSPG2	3339	652	350	642	15	142461	13	235
IFNGR1	3459	70	64	66	15	107470	1	15
KAT6A	7994	67	61	28	15	601408	1	5
KIAA0586	9786	31	23	23	15	610178	#	#
KIF5A	3798	103	83	96	15	602821	3	34
KRT6A	3853	65	43	61	15	148041	#	#
LAMA1	284217	114	103	26	15	150320	0	6
LBR	3930	90	84	70	15	600024	1	37
LINC02210	147081	37	34	#	15	#	#	#
LOC101927318	101927318	64	62	#	15	#	#	#
LOC102723566	102723566	70	47	#	15	#	#	#
MMADHC	27249	96	60	85	15	611935	2	18
MT-ND6	4541	34	22	24	15	516006	0	1
MYCN	4613	46	41	25	15	164840	0	4
MYH11	4629	1008	647	786	15	160745	45	198
MYH3	4621	340	167	334	15	160720	5	78
NDUFV1	4723	121	77	109	15	161015	5	28
NSDHL	50814	190	172	42	15	300275	3	5
PDZK1	5174	130	124	1	15	603831	0	1
PGAP3	93210	24	24	16	15	611801	0	2
PGK1	5230	131	125	20	15	311800	0	4
PHF6	84295	160	151	27	15	300414	1	6
PIGN	23556	74	71	21	15	606097	0	6
POLR1C	9533	45	43	38	15	610060	0	19
PPOX	5498	46	44	41	15	600923	0	21
PSAP	5660	475	117	468	15	176801	17	25
PTS	5805	21	20	19	15	612719	0	1
RMND1	55005	38	32	27	15	614917	#	#
RNU4ATAC	100151683	22	21	16	15	601428	#	#
SETBP1	26040	193	169	161	15	611060	2	53
SLC30A10	55532	62	56	46	15	611146	0	22
SMC3	9126	124	95	110	15	606062	5	30
SPINK5	11005	141	102	133	15	605010	1	25
TMEM99	147184	53	38	#	15	#	#	#
UROD	7389	42	36	35	15	613521	0	11
USH1C	10083	293	174	290	15	605242	17	74
VCP	7415	177	110	131	15	601023	1	25
WNK1	65125	442	239	399	15	605232	5	75
XPC	7508	163	119	130	15	613208	1	31
ABR	29	70	70	#	14	600365	#	#
ACVR1	90	66	57	54	14	102576	0	13
ADA2	51816	54	50	14	14	607575	#	#
AGK	55750	155	107	128	14	610345	4	40
AICDA	57379	86	79	62	14	605257	0	29
AK2	204	21	20	18	14	103020	#	#
AP3B1	8546	109	82	106	14	603401	4	44
B3GALT6	126792	128	123	35	14	615291	0	13
C1QTNF5	114902	213	127	169	14	608752	6	61
C8orf33	65265	30	30	#	14	#	#	#
CCDC39	339829	180	135	160	14	613798	10	59
CDRT1	374286	28	28	#	14	604596	#	#
CHST3	9469	605	171	597	14	603799	3	94
COLQ	8292	120	99	108	14	603033	0	45
CPOX	1371	74	73	69	14	612732	0	22
CTC1	80169	168	155	154	14	613129	3	99
CYP11A1	1583	44	44	28	14	118485	0	13
DYNC2LI1	51626	66	63	7	14	617083	#	#
F2	2147	85	52	77	14	176930	3	22
FA2H	79152	111	96	88	14	611026	2	37
FARS2	10667	73	68	36	14	611592	0	4
FBP1	2203	94	80	69	14	611570	3	18
FECH	2235	193	185	150	14	612386	4	54
FOXC2	2303	46	46	20	14	602402	#	#
FRMD7	90167	175	164	42	14	300628	0	13
GALE	2582	74	55	72	14	606953	1	33
GALNT3	2591	64	63	47	14	601756	1	27
GLUD1	2746	89	72	69	14	138130	2	30
GNAO1	2775	29	26	20	14	139311	0	1
HBD	3045	69	61	61	14	142000	0	7
HPS4	89781	165	134	150	14	606682	2	78
HR	55806	246	156	196	14	602302	1	63
HTRA1	5654	96	69	71	14	602194	1	10
INPPL1	3636	20	19	16	14	600829	#	#
IQSEC3	440073	41	41	#	14	612118	#	#
KCNJ10	3766	265	118	258	14	602208	5	74
KCNV2	169522	217	196	90	14	607604	3	29
KIF7	374654	273	179	252	14	611254	10	85
KRT17	3872	51	28	46	14	148069	#	#
LAMB2	3913	165	93	162	14	150325	3	54
LOC729732	729732	47	47	#	14	#	#	#
LOXHD1	125336	383	300	351	14	613072	29	147
MFRP	83552	213	127	178	14	606227	6	56
MT-CO1	4512	41	29	21	14	516030	#	#
MT-TL1	4567	33	16	29	14	590050	0	1
MYHAS	100128560	224	183	#	14	#	#	#
NHLRC1	378884	101	81	91	14	608072	2	39
NKX2-1	7080	96	67	74	14	600635	0	16
NT5DC1	221294	94	88	#	14	#	#	#
PRMT2	3275	73	66	#	14	601961	#	#
RBM20	282996	515	345	500	14	613171	34	176
ROBO3	64221	123	123	88	14	608630	0	59
RP2	6102	165	156	45	14	300757	0	14
SBF2	81846	189	156	182	14	607697	9	84
SETD5	55209	50	50	15	14	615743	0	3
SH2D1A	4068	168	161	38	14	300490	0	6
SIL1	64374	98	77	83	14	608005	5	32
SLC13A5	284111	77	74	64	14	608305	0	3
SLC19A3	80704	158	115	144	14	606152	4	43
SLC2A2	6514	108	86	91	14	138160	3	27
SLC34A1	6569	177	115	91	14	182309	2	20
SPTB	6710	324	162	316	14	182870	2	86
TMEM216	51259	102	45	100	14	613277	4	18
TREM2	54209	43	33	41	14	605086	1	10
TRPM1	4308	245	227	108	14	603576	2	63
TSPAN12	23554	54	50	42	14	613138	0	14
TWIST1	7291	42	41	17	14	601622	1	0
USP9X	8239	134	128	17	14	300072	0	3
VPS13A	23230	153	151	126	14	605978	0	80
XG	7499	174	168	#	14	300879	#	#
ZIC2	7546	81	73	30	14	603073	0	4
AARS2	57505	164	143	158	13	612035	7	61
ALX4	60529	143	142	129	13	605420	0	55
AMELX	265	151	145	17	13	300391	#	#
APOC2	344	38	29	36	13	608083	0	10
ARG1	383	36	33	29	13	608313	0	9
ARHGAP6	395	158	151	2	13	300118	0	1
ARMC4	55130	44	37	35	13	615408	0	4
BBS7	55212	78	71	66	13	607590	0	33
C19orf12	83636	135	117	127	13	614297	3	46
CEBPA	1050	39	36	31	13	116897	0	8
CEP152	22995	256	135	247	13	613529	15	73
COL5A2	1290	441	302	427	13	120190	15	124
COQ2	27235	103	74	82	13	609825	1	14
DNM1L	10059	189	129	170	13	603850	5	33
DNMT3B	1789	79	79	73	13	602900	0	45
DOCK6	57572	29	29	16	13	614194	0	2
DPAGT1	1798	74	58	59	13	191350	4	16
ECHS1	1892	82	80	27	13	602292	#	#
ECM1	1893	18	18	13	13	602201	#	#
EGR2	1959	70	55	61	13	129010	3	18
ETHE1	23474	51	43	46	13	608451	4	10
F11-AS1	285441	108	105	#	13	#	#	#
FAM20C	56975	70	68	31	13	611061	0	6
FAM83H	286077	53	53	21	13	611927	#	#
FBLN5	10516	132	73	121	13	604580	5	11
FGD4	121512	193	164	177	13	611104	8	85
FMR1	2332	176	166	32	13	309550	0	6
GDF5OS	554250	107	42	#	13	#	#	#
GGCX	2677	134	134	129	13	137167	0	87
GHRHR	2692	63	55	51	13	139191	1	20
GMPPB	29925	44	33	40	13	615320	0	3
HSD11B2	3291	32	32	14	13	614232	#	#
HSD17B3	3293	63	55	35	13	605573	0	7
HSPB1	3315	82	56	64	13	602195	2	11
KRT9	3857	89	71	84	13	607606	0	34
LOC101448202	101448202	245	196	#	13	#	#	#
LRRK2	120892	266	229	255	13	609007	25	154
MAT1A	4143	105	95	87	13	610550	0	41
MKKS	8195	148	84	128	13	604896	2	32
MT-ND5	4540	43	31	25	13	516005	1	1
MYH2	4620	118	104	111	13	160740	0	55
NAA10	8260	199	184	28	13	300013	0	6
NLRP7	199713	207	186	192	13	609661	1	35
NNT	23530	21	21	13	13	607878	#	#
P3H1	64175	52	47	45	13	610339	1	8
PDGFRB	5159	32	27	25	13	173410	0	3
PINK1	65018	110	83	97	13	608309	1	29
PLCB4	5332	105	100	87	13	600810	1	24
POLR3B	55703	82	69	74	13	614366	1	41
PROM1	8842	372	131	347	13	604365	1	65
PTH1R	5745	92	61	89	13	168468	0	23
PTPRD	5789	119	117	3	13	601598	0	2
PYCR1	5831	71	65	55	13	179035	2	26
REEP1	65055	101	90	89	13	609139	3	24
RIF1	55183	227	133	#	13	608952	#	#
SBDS	51119	42	28	33	13	607444	#	#
SCNN1B	6338	176	75	160	13	600760	3	16
SGCD	6444	572	224	562	13	601411	10	104
SLC12A1	6557	83	82	76	13	600839	0	43
SLC39A4	55630	92	91	54	13	607059	0	27
SLC40A1	30061	73	68	59	13	604653	0	17
SLC45A2	51151	77	61	62	13	606202	2	16
SPATA5	166378	24	24	15	13	613940	0	1
SPOP	8405	30	23	6	13	602650	2	1
TGFBI	7045	70	67	60	13	601692	0	30
TMPRSS6	164656	95	82	77	13	609862	3	26
TRMU	55687	164	139	120	13	610230	6	40
TRPM6	140803	113	108	86	13	607009	0	51
UBA5	79876	24	24	13	13	610552	#	#
UNC80	285175	37	30	21	13	612636	0	2
WAC	51322	22	22	13	13	615049	#	#
WISP3	8838	37	37	26	13	603400	0	6
WNT10A	80326	190	75	181	13	606268	5	29
ZBTB20	26137	39	35	17	13	606025	#	#
ZMPSTE24	10269	139	87	134	13	606480	0	27
ACO2	50	72	64	59	12	100850	0	13
ACOX1	51	135	130	124	12	609751	2	89
ANK1	286	212	185	175	12	612641	2	83
ANKH	56172	374	224	314	12	605145	0	61
ANO10	55129	83	75	67	12	613726	0	36
ARID1A	8289	45	42	29	12	603024	0	11
ATP2C1	27032	61	60	53	12	604384	0	22
AUH	549	81	67	60	12	600529	4	16
BCR	613	83	80	5	12	151410	0	1
BMPR1B	658	105	102	92	12	603248	0	30
CHRNG	1146	162	89	139	12	100730	4	33
CNGB1	1258	197	165	187	12	600724	10	92
COL4A6	1288	154	148	17	12	303631	#	#
COQ6	51004	53	48	40	12	614647	0	6
CTSD	1509	203	159	185	12	116840	12	49
CUL4B	8450	156	147	28	12	300304	1	5
CYBA	1535	74	66	34	12	608508	0	2
DCAF17	80067	108	96	99	12	612515	1	51
DGKE	8526	28	24	20	12	601440	0	1
DNAI1	27019	144	113	96	12	604366	6	27
DOCK7	85440	30	29	6	12	615730	#	#
DSG1	1828	40	37	13	12	125670	#	#
EGFR-AS1	100507500	70	57	#	12	#	#	#
EPM2A	7957	113	80	105	12	607566	6	28
ERCC8	1161	83	63	74	12	609412	2	24
FANCG	2189	137	105	82	12	602956	2	22
FANCI	55215	212	152	175	12	611360	9	58
FBXL4	26235	38	32	27	12	605654	0	1
FGF3	2248	29	19	26	12	164950	#	#
G6PC3	92579	49	44	42	12	611045	1	15
GAMT	2593	144	99	133	12	601240	7	33
GAN	8139	158	147	129	12	605379	5	62
GJA3	2700	118	114	89	12	121015	0	33
GYS2	2998	150	119	126	12	138571	10	37
HBA1	3039	295	237	258	12	141800	#	#
IFIH1	64135	33	30	22	12	606951	0	4
INSL6	11172	200	183	1	12	606414	0	1
KCNH1	3756	25	19	17	12	603305	#	#
KCTD7	154881	135	116	122	12	611725	5	54
LONRF1	91694	56	56	#	12	#	#	#
LRP4	4038	133	131	125	12	604270	0	79
MED23	9439	42	39	15	12	605042	0	9
MEGF10	84466	195	157	186	12	612453	9	81
MUSK	4593	135	94	107	12	601296	9	29
MYL3	4634	151	92	148	12	160790	6	40
NCF2	4688	91	80	77	12	608515	2	28
NMNAT1	64802	44	42	15	12	608700	0	1
NOMO3	408050	159	156	#	12	609159	#	#
NPHP1	4867	251	164	152	12	607100	4	36
NR2E3	10002	111	64	103	12	604485	2	33
PCYT1A	5130	81	71	19	12	123695	#	#
PDHX	8050	128	104	118	12	608769	5	32
